group,psc_desc,psc,Level1,Level_1_Category,Level_2,Level_2_Category
Z1,MAINTENANCE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED GOGO R&D FACILITIES,Z1HB,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED GOCO ENVIRONMENTAL LABORATORIES,Z1HC,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED GOGO ENVIRONMENTAL LABORATORIES,Z1HZ,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF MUSEUMS AND EXHIBITION BUILDINGS,Z1JA,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF TESTING AND MEASUREMENT BUILDINGS,Z1JB,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF MISCELLANEOUS BUILDINGS,Z1JZ,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF DAMS,Z1KA,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF CANALS,Z1KB,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF MINE FIRE CONTROL FACILITIES,Z1KC,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF MINE SUBSIDENCE CONTROL FACILITIES,Z1KD,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF SURFACE MINE RECLAMATION FACILITIES,Z1KE,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF DREDGING FACILITIES,Z1KF,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,Z1KZ,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF AIRPORT SERVICE ROADS,Z1LA,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,Z1LB,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF TUNNELS AND SUBSURFACE STRUCTURES,Z1LC,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF PARKING FACILITIES,Z1LZ,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF EPG FACILITIES - COAL,Z1MA,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF EPG FACILITIES - GAS,Z1MB,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF EPG FACILITIES - GEOTHERMAL,Z1MC,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF EPG FACILITIES - HYDRO,Z1MD,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF EPG FACILITIES - NUCLEAR,Z1ME,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF EPG FACILITIES - PETROLEUM,Z1MF,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF EPG FACILITIES - SOLAR,Z1MG,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF EPG FACILITIES - WIND,Z1MH,4,Facilities & Construction,4.4,Facility Related Services
Z1,"MAINTENANCE OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",Z1MZ,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF FUEL SUPPLY FACILITIES,Z1NA,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF HEATING AND COOLING PLANTS,Z1NB,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF POLLUTION ABATEMENT AND CONTROL FACILITIES,Z1NC,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF SEWAGE AND WASTE FACILITIES,Z1ND,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF WATER SUPPLY FACILITIES,Z1NE,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF OTHER UTILITIES,Z1NZ,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF RECREATION FACILITIES NON-BUILDING,Z1PA,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF EXHIBIT DESIGN NON-BUILDING,Z1PB,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF UNIMPROVED REAL PROPERTY LAND,Z1PC,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF WASTE TREATMENT AND STORAGE FACILITIES,Z1PD,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF OTHER NON-BUILDING FACILITIES,Z1PZ,4,Facilities & Construction,4.4,Facility Related Services
Z1,MAINTENANCE OF RESTORATION OF REAL PROPERTY PUBLIC OR PRIVATE,Z1QA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OFFICE BUILDINGS,Z2AA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF CONFERENCE SPACE AND FACILITIES,Z2AB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,Z2AZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF AIR TRAFFIC CONTROL TOWERS,Z2BA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF AIR TRAFFIC CONTROL TRAINING FACILITIES,Z2BB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF RADAR AND NAVIGATIONAL FACILITIES,Z2BC,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF AIRPORT RUNWAYS AND TAXIWAYS,Z2BD,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF AIRPORT TERMINALS,Z2BE,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF MISSILE SYSTEM FACILITIES,Z2BF,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,Z2BG,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OTHER AIRFIELD STRUCTURES,Z2BZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF SCHOOLS,Z2CA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OTHER EDUCATIONAL BUILDINGS,Z2CZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF HOSPITALS AND INFIRMARIES,Z2DA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF LABORATORIES AND CLINICS,Z2DB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OTHER HOSPITAL BUILDINGS,Z2DZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF AMMUNITION FACILITIES,Z2EA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF MAINTENANCE BUILDINGS,Z2EB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF PRODUCTION BUILDINGS,Z2EC,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF SHIP CONSTRUCTION AND REPAIR FACILITIES,Z2ED,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF TANK AUTOMOTIVE FACILITIES,Z2EE,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OTHER INDUSTRIAL BUILDINGS,Z2EZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF FAMILY HOUSING FACILITIES,Z2FA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF RECREATIONAL BUILDINGS,Z2FB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF TROOP HOUSING FACILITIES,Z2FC,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF DINING FACILITIES,Z2FD,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF RELIGIOUS FACILITIES,Z2FE,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF PENAL FACILITIES,Z2FF,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OTHER RESIDENTIAL BUILDINGS,Z2FZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF AMMUNITION STORAGE BUILDINGS,Z2GA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF FOOD OR GRAIN STORAGE BUILDINGS,Z2GB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF FUEL STORAGE BUILDINGS,Z2GC,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OPEN STORAGE FACILITIES,Z2GD,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OTHER WAREHOUSE BUILDINGS,Z2GZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED GOCO R&D FACILITIES,Z2HA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED GOGO R&D FACILITIES,Z2HB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED GOCO ENVIRONMENTAL LABORATORIES,Z2HC,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED GOGO ENVIRONMENTAL LABORATORIES,Z2HZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF MUSEUMS AND EXHIBITION BUILDINGS,Z2JA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF TESTING AND MEASUREMENT BUILDINGS,Z2JB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS,Z2JZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF DAMS,Z2KA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF CANALS,Z2KB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF MINE FIRE CONTROL FACILITIES,Z2KC,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF MINE SUBSIDENCE CONTROL FACILITIES,Z2KD,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF SURFACE MINE RECLAMATION FACILITIES,Z2KE,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF DREDGING FACILITIES,Z2KF,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,Z2KZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF AIRPORT SERVICE ROADS,Z2LA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,Z2LB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF TUNNELS AND SUBSURFACE STRUCTURES,Z2LC,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF PARKING FACILITIES,Z2LZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF EPG FACILITIES - COAL,Z2MA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF EPG FACILITIES - GAS,Z2MB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF EPG FACILITIES - GEOTHERMAL,Z2MC,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF EPG FACILITIES - HYDRO,Z2MD,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF EPG FACILITIES - NUCLEAR,Z2ME,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF EPG FACILITIES - PETROLEUM,Z2MF,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF EPG FACILITIES - SOLAR,Z2MG,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF EPG FACILITIES - WIND,Z2MH,4,Facilities & Construction,4.4,Facility Related Services
Z2,"REPAIR OR ALTERATION OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",Z2MZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF FUEL SUPPLY FACILITIES,Z2NA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF HEATING AND COOLING PLANTS,Z2NB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF POLLUTION ABATEMENT AND CONTROL FACILITIES,Z2NC,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF SEWAGE AND WASTE FACILITIES,Z2ND,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF WATER SUPPLY FACILITIES,Z2NE,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OTHER UTILITIES,Z2NZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF RECREATION FACILITIES NON-BUILDING,Z2PA,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF EXHIBIT DESIGN NON-BUILDING,Z2PB,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF UNIMPROVED REAL PROPERTY LAND,Z2PC,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF WASTE TREATMENT AND STORAGE FACILITIES,Z2PD,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF OTHER NON-BUILDING FACILITIES,Z2PZ,4,Facilities & Construction,4.4,Facility Related Services
Z2,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY PUBLIC OR PRIVATE,Z2QA,4,Facilities & Construction,4.4,Facility Related Services
10,"GUNS, THROUGH 30MM",1005,12,Weapons & Ammunition,12.4,Guns
10,"GUNS, OVER 30MM UP TO 75MM",1010,12,Weapons & Ammunition,12.4,Guns
10,"GUNS, 75MM THROUGH 125MM",1015,12,Weapons & Ammunition,12.4,Guns
10,"GUNS, OVER 125MM THROUGH 150MM",1020,12,Weapons & Ammunition,12.4,Guns
10,"GUNS, OVER 150MM THROUGH 200MM",1025,12,Weapons & Ammunition,12.4,Guns
10,"GUNS, OVER 200MM THROUGH 300MM",1030,12,Weapons & Ammunition,12.4,Guns
10,"GUNS, OVER 300MM",1035,12,Weapons & Ammunition,12.4,Guns
10,CHEMICAL WEAPONS AND EQUIPMENT,1040,12,Weapons & Ammunition,12.6,Weapons
10,"LAUNCHERS, TORPEDO AND DEPTH CHARGE",1045,12,Weapons & Ammunition,12.6,Weapons
10,"LAUNCHERS, ROCKET AND PYROTECHNIC",1055,12,Weapons & Ammunition,12.6,Weapons
10,"NETS AND BOOMS, ORDNANCE",1070,12,Weapons & Ammunition,12.6,Weapons
10,DEGAUSSING AND MINE SWEEPING EQUIPMENT,1075,12,Weapons & Ammunition,12.6,Weapons
10,CAMOUFLAGE AND DECEPTION EQUIPMENT,1080,12,Weapons & Ammunition,12.6,Weapons
10,ASSEMBLIES INTERCHANGEABLE BETWEEN WEAPONS IN TWO OR MORE CLASSES,1090,12,Weapons & Ammunition,12.6,Weapons
10,MISCELLANEOUS WEAPONS,1095,12,Weapons & Ammunition,12.6,Weapons
11,NUCLEAR BOMBS,1105,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,NUCLEAR PROJECTILES,1110,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,NUCLEAR WARHEADS AND WARHEAD SECTIONS,1115,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,NUCLEAR DEPTH CHARGES,1120,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,NUCLEAR DEMOLITION CHARGES,1125,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,NUCLEAR ROCKETS,1127,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,"CONVERSION KITS, NUCLEAR ORDNANCE",1130,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,"FUZING AND FIRING DEVICES, NUCLEAR ORDNANCE",1135,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,NUCLEAR COMPONENTS,1140,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,"EXPLOSIVE AND PYROTECHNIC COMPONENTS, NUCLEAR ORDNANCE",1145,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,"SPECIALIZED TEST AND HANDLING EQUIPMENT, NUCLEAR ORDNANCE",1190,12,Weapons & Ammunition,12.5,Nuclear Ordnance
11,MISCELLANEOUS NUCLEAR ORDNANCE,1195,12,Weapons & Ammunition,12.5,Nuclear Ordnance
12,FIRE CONTROL DIRECTORS,1210,12,Weapons & Ammunition,12.2,Fire Control
12,FIRE CONTROL COMPUTING SIGHTS AND DEVICES,1220,12,Weapons & Ammunition,12.2,Fire Control
12,"FIRE CONTROL SYSTEMS, COMPLETE",1230,12,Weapons & Ammunition,12.2,Fire Control
12,OPTICAL SIGHTING AND RANGING EQUIPMENT,1240,12,Weapons & Ammunition,12.2,Fire Control
12,FIRE CONTROL STABILIZING MECHANISMS,1250,12,Weapons & Ammunition,12.2,Fire Control
12,FIRE CONTROL DESIGNATING AND INDICATING EQUIPMENT,1260,12,Weapons & Ammunition,12.2,Fire Control
12,"FIRE CONTROL TRANSMITTING AND RECEIVING EQUIPMENT, EXCEPT AIRBORNE",1265,12,Weapons & Ammunition,12.2,Fire Control
12,AIRCRAFT GUNNERY FIRE CONTROL COMPONENTS,1270,12,Weapons & Ammunition,12.2,Fire Control
12,AIRCRAFT BOMBING FIRE CONTROL COMPONENTS,1280,12,Weapons & Ammunition,12.2,Fire Control
12,"FIRE CONTROL RADAR EQUIPMENT, EXCEPT AIRBORNE",1285,12,Weapons & Ammunition,12.2,Fire Control
12,FIRE CONTROL SONAR EQUIPMENT,1287,12,Weapons & Ammunition,12.2,Fire Control
12,MISCELLANEOUS FIRE CONTROL EQUIPMENT,1290,12,Weapons & Ammunition,12.2,Fire Control
13,"AMMUNITION, THROUGH 30MM",1305,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"AMMUNITION, OVER 30MM UP TO 75MM",1310,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"AMMUNITION, 75MM THROUGH 125MM",1315,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"AMMUNITION, OVER 125MM",1320,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,BOMBS,1325,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,GRENADES,1330,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,GUIDED MISSILE WARHEADS AND EXPLOSIVE COMPONENTS,1336,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"GUIDED MISSILE AND SPACE VEHICLE EXPLOSIVE PROPULSION UNITS, SOLID FUEL; AND COMPONENTS",1337,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"GUIDED MISSILE AND SPACE VEHICLE INERT PROPULSION UNITS, SOLID FUEL; AND COMPONENTS",1338,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"ROCKETS, ROCKET AMMUNITION AND ROCKET COMPONENTS",1340,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,LAND MINES,1345,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,REMOTE MUNITIONS,1346,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"UNDERWATER MINE AND COMPONENTS, INERT",1350,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"UNDERWATER MINES AND COMPONENTS, EXPLOSIVE",1351,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,UNDERWATER MINE DISPOSAL INERT DEVICES,1352,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,UNDERWATER MINE DISPOSAL EXPLOSIVE DEVICES,1353,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"TORPEDOS AND COMPONENTS, INERT",1355,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"TORPEDOS AND COMPONENTS, EXPLOSIVE",1356,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"DEPTH CHARGES AND COMPONENTS, INERT",1360,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"DEPTH CHARGES AND COMPONENTS, EXPLOSIVE",1361,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,MILITARY CHEMICAL AGENTS,1365,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,"TACTICAL SETS, KITS, AND OUTFITS",1367,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,PYROTECHNICS,1370,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,DEMOLITION MATERIALS,1375,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,BULK EXPLOSIVES,1376,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,CARTRIDGE AND PROPELLANT ACTUATED DEVICES AND COMPONENTS,1377,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,SURFACE USE EXPLOSIVE ORDNANCE DISPOSAL TOOLS AND EQUIPMENT,1385,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,UNDERWATER USE EXPLOSIVE ORDNANCE DISPOSAL AND SWIMMER WEAPONS SYSTEMS TOOLS AND EQUIPMENT,1386,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,FUZES AND PRIMERS,1390,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,MISCELLANEOUS AMMUNITION,1395,12,Weapons & Ammunition,12.1,Ammunition & Explosives
13,SPECIALIZED AMMUNITION HANDLING AND SERVICING EQUIPMENT,1398,12,Weapons & Ammunition,12.1,Ammunition & Explosives
